block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
a_65593,18351,1,1,HALLS FERRY EXPRESS,111580,3_merged_3090845,3089228
a_67102,18348R,1,0,RED LINE TO SHILOH SCOTT,111558,1_merged_3090844,3088252
a_67103,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,3_merged_3090845,3088990
b_65475,18245,1,0,TO RIVERVIEW TC,111061,2_merged_3090849,3065131
a_62222,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082042
a_62221,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082043
a_62224,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082040
a_62223,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082041
a_62222,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082046
a_62221,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082047
a_62222,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082044
a_62221,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082045
b_65152,18224,1,1,TO W FLORISSANT,111004,2_merged_3090849,3062699
a_67110,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,3_merged_3090845,3088996
a_62222,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082048
a_62221,18301,1,0,TO SHREWSBURY I-44 TC,111369,1_merged_3090844,3082049
a_65301,18307,1,0,TO ROCK ROAD TC,111382,2_merged_3090846,3082738
a_65303,18307,1,0,TO ROCK ROAD TC,111382,2_merged_3090846,3082739
a_67114,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,3_merged_3090845,3088997
b_69241,18268,1,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST. CLAIR SQUARE,111180,1_merged_3090847,3074559
b_69245,18268,1,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST. CLAIR SQUARE,111180,1_merged_3090847,3074558
a_67112,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,3_merged_3090845,3088995
b_65477,18245,1,0,TO RIVERVIEW TC VIA SCHNUCKS DISTRIBUTION,111060,2_merged_3090849,3065130
b_65442,18232,1,0,TO CLAYTON TC,111025,1_merged_3090847,3063618
a_62231,18302,1,1,TO SHREWSBURY I-44 TC,111373,1_merged_3090844,3082171
b_62234,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063348
b_62234,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063349
b_62226,18228,1,0,TO SHREWSBURY I-44 TC,111015,1_merged_3090847,3063141
b_65441,18232,1,0,TO CLAYTON TC,111025,1_merged_3090847,3063612
b_65284,18232,1,0,TO CLAYTON TC,111025,1_merged_3090847,3063613
b_62234,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063346
b_62233,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063347
b_62234,18229,1,0,TO CIVIC CENTER TC,111018,3_merged_3090848,3063340
b_62231,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063341
b_65283,18232,1,0,TO CLAYTON TC,111025,1_merged_3090847,3063614
b_62233,18229,1,1,TO SHREWSBURY I-44 TC,111019,3_merged_3090848,3063343
a_69106,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086749
a_69101,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086748
a_65837,18331,1,0,TO CIVIC CENTER TC,111493,3_merged_3090845,3086299
a_65838,18331,1,0,TO CIVIC CENTER TC,111493,3_merged_3090845,3086298
a_69106,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086741
a_69107,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086740
a_69441,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086743
a_69105,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086742
a_69106,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086745
a_69107,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086744
a_69104,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086747
a_69105,18334,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111505,3_merged_3090845,3086746
b_65192,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062969
b_65362,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062968
b_65363,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062963
b_65191,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062962
b_65191,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062961
b_65361,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062960
b_65192,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062967
b_65363,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062966
b_65363,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062965
b_65363,18226,1,0,TO CENTRAL WEST END TC,111010,2_merged_3090849,3062964
b_69242,18268,1,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST. CLAIR SQUARE,111180,1_merged_3090847,3074552
a_65451,18316,1,0,TO CENTRAL WEST END TC,111408,1_merged_3090844,3083745
b_62391,18239,1,0,TO SO COUNTY MALL,111040,1_merged_3090847,3064402
b_6517,18217,1,0,TO BRENTWOOD I-64 TC,110969,2_merged_3090849,3061664
a_65491,18308,1,0,TO RIVERVIEW TC,111384,1_merged_3090844,3082838
b_6515,18217,1,0,TO BRENTWOOD I-64 TC,110969,3_merged_3090848,3061708
a_65283,18305,1,1,TO FEE FEE & WESTPORT,111380,1_merged_3090844,3082525
b_6514,18217,1,0,TO BRENTWOOD I-64 TC,110969,3_merged_3090848,3061709
a_65321,18308,1,0,TO RIVERVIEW TC,111384,1_merged_3090844,3082836
a_69223,18339,1,1,ROSEMONT - TO FAIRVIEW HTS TC,111516,2_merged_3090846,3087359
a_65442,18305,1,1,TO FEE FEE & WESTPORT,111380,1_merged_3090844,3082527
a_69172,18339,1,1,ROSEMONT - TO FAIRVIEW HTS TC,111516,2_merged_3090846,3087358
b_62531,18247,1,0,TO LOUGHBOROUGH COMMONS,111071,1_merged_3090847,3065439
a_65441,18305,1,1,TO FEE FEE & WESTPORT,111380,1_merged_3090844,3082526
b_69161,18263,1,0,19TH & CENTRAL,111158,1_merged_3090847,3068099
a_69193,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087429
b_69161,18263,1,0,19TH & CENTRAL,111158,1_merged_3090847,3068095
a_65603,18351,1,0,HALLS FERRY EXP TO BROADWAY TAYLOR TC ONLY,111578,1_merged_3090844,3089128
b_69161,18263,1,0,19TH & CENTRAL,111158,1_merged_3090847,3068097
a_69194,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087428
b_69161,18263,1,0,19TH & CENTRAL,111158,1_merged_3090847,3068091
b_69151,18263,1,0,19TH & CENTRAL,111158,2_merged_3090849,3076779
b_69151,18263,1,0,19TH & CENTRAL,111158,1_merged_3090847,3068093
a_65603,18351,1,0,HALLS FERRY EXP TO BROADWAY TAYLOR TC ONLY,111578,1_merged_3090844,3089129
a_69193,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087427
a_65441,18305,1,1,TO FEE FEE & WESTPORT,111380,1_merged_3090844,3082523
b_651,18216,1,0,TO CENTRAL WEST END TC,110964,1_merged_3090847,3061507
a_69194,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087426
a_65281,18305,1,1,TO FEE FEE & WESTPORT,111380,1_merged_3090844,3082522
a_69193,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087425
a_69194,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087424
a_69222,18339,1,1,ROSEMONT - TO FAIRVIEW HTS TC,111516,2_merged_3090846,3087351
b_65343,18236,1,0,TO CIVIC CENTER TC,111034,3_merged_3090848,3064139
a_69194,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087422
b_62573,18248,1,0,TO SO COUNTY MALL,111074,1_merged_3090847,3072592
a_69193,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087421
a_69194,18340,1,0,ALTA SITA TO CAMP JACKSON & RANGE,111518,1_merged_3090844,3087420
b_65491,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065346
a_6513,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080615
b_65321,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065344
b_65492,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065345
b_65323,18246,1,1,TO RIVERVIEW TC,111067,2_merged_3090849,3065342
a_62574,18321,1,1,TO CIVIC CENTER TC,111428,2_merged_3090846,3084789
b_65496,18246,1,1,TO RIVERVIEW TC,111067,2_merged_3090849,3065340
a_6511,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080614
a_62146,18296,1,0,TO CIVIC CENTER TC,111354,1_merged_3090844,3081336
a_62537,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084338
b_65493,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065348
b_65491,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065349
a_62571,18321,1,1,TO CIVIC CENTER TC,111429,2_merged_3090846,3084787
b_65384,18238,1,0,TO CLAYTON TC,111038,2_merged_3090849,3064316
a_62532,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084339
a_62143,18296,1,0,TO CIVIC CENTER TC,111354,1_merged_3090844,3081338
a_6515,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080611
b_65664,18252,1,0,TO NORTH COUNTY TC,111102,1_merged_3090847,3066385
a_6516,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080610
a_65491,18319,1,1,TO RIVERVIEW TC,111420,2_merged_3090846,3090214
b_65663,18252,1,0,TO NORTH COUNTY TC VIA RECORD CTR,111100,1_merged_3090847,3066384
a_6514,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080613
a_65321,18319,1,1,TO RIVERVIEW TC,111420,2_merged_3090846,3090215
b_65664,18252,1,0,TO NORTH COUNTY TC VIA RECORD CTR,111100,1_merged_3090847,3066383
a_6511,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080612
b_65114,18222,1,0,TO CENTRAL WEST END TC,110996,3_merged_3090848,3062327
b_65663,18252,1,0,TO NORTH COUNTY TC VIA RECORD CTR,111100,1_merged_3090847,3066382
a_65163,18298,1,1,TO RIVERVIEW TC,111363,2_merged_3090846,3081744
b_65810,18222,1,0,TO CENTRAL WEST END TC,110996,3_merged_3090848,3062326
b_65664,18252,1,0,TO NORTH COUNTY TC,111102,1_merged_3090847,3066381
a_65591,18322,1,0,TO CIVIC CENTER TC,111432,3_merged_3090845,3084997
b_65496,18235,1,1,TO CIVIC CENTER TC,111032,2_merged_3090849,3064016
b_65115,18222,1,0,TO CENTRAL WEST END TC,110996,3_merged_3090848,3062321
b_65663,18252,1,0,TO NORTH COUNTY TC,111102,1_merged_3090847,3066380
b_65321,18246,1,0,TO ROCK ROAD TC,111066,3_merged_3090848,3065347
a_65592,18322,1,0,TO CIVIC CENTER TC,111430,3_merged_3090845,3084994
b_65471,18245,1,0,TO RIVERVIEW TC,111061,2_merged_3090849,3065139
b_65101,18222,1,0,TO CENTRAL WEST END TC,110996,3_merged_3090848,3062320
a_69173,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC,111521,1_merged_3090844,3087654
a_69172,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087655
a_69171,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC,111521,1_merged_3090844,3087656
a_69221,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087657
a_69173,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087650
a_69172,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087651
a_69171,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC,111521,1_merged_3090844,3087652
a_69221,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087653
a_65165,18298,1,1,TO RIVERVIEW TC,111363,2_merged_3090846,3081740
a_6516,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080608
a_6515,18290,1,0,TO BRENTWOOD I-64 TC,111323,3_merged_3090845,3080609
a_69173,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC,111521,1_merged_3090844,3087658
a_69172,18341,1,1,WASHINGTON PARK - TO EMERSON PARK TC VIA 62ND AND FOREST,111591,1_merged_3090844,3087659
a_65591,18322,1,0,TO CIVIC CENTER TC,111430,3_merged_3090845,3084993
a_62137,18296,1,0,TO CIVIC CENTER TC,111354,3_merged_3090845,3089960
a_62139,18296,1,0,TO CIVIC CENTER TC,111354,3_merged_3090845,3089961
a_62140,18296,1,0,TO CIVIC CENTER TC,111354,3_merged_3090845,3089962
a_62131,18296,1,0,TO CIVIC CENTER TC,111354,3_merged_3090845,3089963
a_62525,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089964
a_65167,18298,1,1,TO RIVERVIEW TC,111363,2_merged_3090846,3081742
a_62523,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089966
a_62524,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089967
a_62522,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089968
a_62526,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089969
a_65594,18322,1,0,TO CIVIC CENTER TC,111430,3_merged_3090845,3084991
b_65472,18245,1,0,TO RIVERVIEW TC,111061,2_merged_3090849,3065138
b_67108,18274B,1,0,BLUE LINE TO FAIRVIEW HEIGHTS,111208,3_merged_3090848,3069818
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070216
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070217
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070214
b_65166,18225,1,1,TO RIVERVIEW TC,111009,3_merged_3090848,3062898
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070212
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070213
b_65603,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070210
b_65593,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070211
a_65322,18319,1,1,TO RIVERVIEW TC,111420,2_merged_3090846,3090218
b_65599,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070218
a_65493,18319,1,1,TO RIVERVIEW TC,111420,2_merged_3090846,3090219
a_65474,18318,1,1,TO NORTH HANLEY TC,111417,1_merged_3090844,3083981
a_62525,18320,1,1,TO BROADWAY TAYLOR TC,111424,3_merged_3090845,3089970
b_62223,18228,1,0,TO SHREWSBURY I-44 TC,111015,3_merged_3090848,3063232
b_65272,18231,1,1,TO CIVIC CENTER TC,111024,2_merged_3090849,3063545
a_65381,18311,1,0,TO CLAYTON TC,111392,1_merged_3090844,3083179
b_65323,18235,1,1,TO CIVIC CENTER TC,111032,2_merged_3090849,3064018
b_65202,18227,1,1,TO CIVIC CENTER TC,111014,1_merged_3090847,3063056
a_62525,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084295
a_62526,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084294
a_62521,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084297
a_62523,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084296
a_62532,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084291
a_62539,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084290
a_62522,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084293
a_62524,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084292
a_62522,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084299
a_62524,18320,1,0,TO LOUGHBOROUGH COMMONS,111423,1_merged_3090844,3084298
a_65473,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083957
a_65471,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083956
a_65472,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083955
a_65473,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083954
a_65471,18318,1,0,TO RIVERVIEW TC VIA SCHNUCKS DISTRIBUTION,111414,1_merged_3090844,3083953
a_65472,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083952
a_65473,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083951
a_65471,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083950
b_65461,18244,1,0,TO BELLEFONTAINE & LARIMORE,111058,2_merged_3090849,3064990
a_65471,18318,1,0,TO RIVERVIEW TC VIA SCHNUCKS DISTRIBUTION,111414,1_merged_3090844,3083959
a_65472,18318,1,0,TO RIVERVIEW TC,111415,1_merged_3090844,3083958
b_62574,18248,1,0,TO SO COUNTY MALL,111074,2_merged_3090849,3065862
a_62854,18332,1,0,TO BALLAS TC VIA MO BAPTIST HOSP,111496,3_merged_3090845,3086411
b_65462,18244,1,0,TO BELLEFONTAINE & LARIMORE,111058,2_merged_3090849,3064992
a_62852,18332,1,1,TO NORTH HANLEY TC,111497,2_merged_3090846,3086410
b_62575,18248,1,0,TO SO COUNTY MALL,111074,3_merged_3090848,3065919
b_65462,18244,1,0,TO BELLEFONTAINE & LARIMORE,111058,2_merged_3090849,3064993
a_62854,18332,1,0,TO BALLAS TC VIA MO BAPTIST HOSP,111496,3_merged_3090845,3086413
b_65453,18243,1,0,TO CENTRAL WEST END TC,111054,2_merged_3090849,3064887
b_65322,18235,1,1,TO CIVIC CENTER TC,111032,2_merged_3090849,3064012
a_62854,18332,1,0,TO BALLAS TC VIA MO BAPTIST HOSP,111496,3_merged_3090845,3086415
b_69221,18286,1,1,WASHINGTON PARK - TO EMERSON PARK TC,111268,1_merged_3090847,3073647
b_6514,18217,1,1,TO ROCK ROAD TC,110973,1_merged_3090847,3061636
b_69245,18268,1,1,O'FALLON FAIRVIEW HGHTS - TO FAIRVIEW HGHTS STA VIA ST. CLAIR SQUARE,111178,3_merged_3090848,3074695
b_65201,18227,1,1,TO CIVIC CENTER TC,111014,1_merged_3090847,3063059
a_65151,18297,1,0,TO CENTRAL WEST END TC,111357,1_merged_3090844,3081551
a_65152,18297,1,0,TO CENTRAL WEST END TC,111357,1_merged_3090844,3081550
a_65151,18297,1,0,TO CENTRAL WEST END TC,111357,1_merged_3090844,3081553
a_65151,18297,1,0,TO CENTRAL WEST END TC,111357,1_merged_3090844,3081552
a_65152,18297,1,1,TO W FLORISSANT,111358,1_merged_3090844,3081555
a_65152,18297,1,1,TO W FLORISSANT,111358,1_merged_3090844,3081554
a_65152,18297,1,1,TO W FLORISSANT,111358,1_merged_3090844,3081557
a_65478,18318,1,1,TO NORTH HANLEY TC VIA SCHNUCKS DISTRIBUTION,111416,2_merged_3090846,3084076
a_65152,18297,1,1,TO W FLORISSANT,111358,1_merged_3090844,3081559
a_65152,18297,1,1,TO W FLORISSANT,111358,1_merged_3090844,3081558
a_6273,18293,1,1,TO CENTRAL WEST END TC,111341,3_merged_3090845,3081005
a_65381,18311,1,0,TO CLAYTON TC,111392,1_merged_3090844,3083176
a_6273,18293,1,1,TO CENTRAL WEST END TC,111341,3_merged_3090845,3081002
a_6273,18293,1,1,TO CENTRAL WEST END TC,111341,3_merged_3090845,3081000
b_69112,18281,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111255,2_merged_3090849,3072842
b_69116,18281,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111255,2_merged_3090849,3072845
a_67103,18348B,1,0,BLUE LINE TO FAIRVIEW HEIGHTS,111553,1_merged_3090844,3088240
b_69113,18281,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111255,2_merged_3090849,3072844
b_69122,18282,1,1,CAHOKIA - TO CAMP JACKSON & PARIS,111257,1_merged_3090847,3073020
b_65382,18238,1,0,TO CLAYTON TC,111038,3_merged_3090848,3064355
b_69121,18282,1,1,CAHOKIA - TO CAMP JACKSON & PARIS,111257,1_merged_3090847,3073022
b_69122,18282,1,1,CAHOKIA - TO CAMP JACKSON & PARIS,111257,1_merged_3090847,3073023
b_69123,18282,1,1,CAHOKIA - TO CAMP JACKSON & PARIS,111257,1_merged_3090847,3073024
b_69121,18282,1,1,CAHOKIA - TO CAMP JACKSON & PARIS,111257,1_merged_3090847,3073025
a_67107,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,1_merged_3090844,3088389
a_67111,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,1_merged_3090844,3088388
a_67110,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,1_merged_3090844,3088387
a_67112,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111563,1_merged_3090844,3088386
a_67114,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,1_merged_3090844,3088385
a_67102,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,1_merged_3090844,3088384
a_67116,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,1_merged_3090844,3088383
a_67106,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,1_merged_3090844,3088382
a_67103,18348B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111564,1_merged_3090844,3088381
a_67109,18348R,1,1,RED LINE TO LAMBERT AIRPORT TERMINAL #1,111568,1_merged_3090844,3088380
a_65323,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082929
a_69121,18338,1,0,MISSOURI AVE- ML KING,111512,3_merged_3090845,3087241
b_69103,18281,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111255,1_merged_3090847,3072779
b_69107,18281,1,1,MAIN ST STATE ST - TO BELLEVILLE STA VIA FAIRVIEW HGTS STA,111255,1_merged_3090847,3072778
a_65322,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082921
a_65491,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082920
a_65493,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082923
a_65494,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082922
a_65494,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082925
a_65322,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082924
a_65322,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082927
a_65493,18308,1,0,TO RIVERVIEW TC,111384,3_merged_3090845,3082926
b_65603,18277,1,1,HALLS FERRY EXPRESS,111235,1_merged_3090847,3070208
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073798
b_69262,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073799
b_69244,18268,1,0,O'FALLON FAIRVIEW HGHTS - TO HWY 50 & WEBER VIA ST. CLAIR SQUARE,111175,3_merged_3090848,3074661
a_65801,18330,1,1,TO BROADWAY TAYLOR TC,111490,1_merged_3090844,3086034
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073793
b_69261,18287,1,1,CASEYVILLE - TO FAIRVIEW HGTS TC,111270,1_merged_3090847,3073790
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073791
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073796
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073797
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073794
b_69261,18287,1,0,CASEYVILLE - TO COLLINSVILLE TC,111269,2_merged_3090849,3073795
b_65381,18238,1,1,TO NORTH HANLEY TC,111039,2_merged_3090849,3064350
b_65341,18236,1,1,TO RIVERVIEW TC,111035,1_merged_3090847,3064083
a_67116,18348B,1,0,BLUE LINE TO FAIRVIEW HEIGHTS,111553,1_merged_3090844,3088244
a_65741,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085658
a_65743,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085659
a_65741,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085656
a_65742,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085657
a_65741,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085654
a_65742,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085655
a_65741,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085652
a_65742,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085653
a_65743,18328,1,0,TO DELMAR TC,111472,1_merged_3090844,3085650
a_65742,18328,1,1,TO CHESTERFIELD MALL,111473,1_merged_3090844,3085651
b_62399,18239,1,0,TO SO COUNTY MALL,111040,3_merged_3090848,3064494
b_67112,18274B,1,1,BLUE LINE TO SHREWSBURY LANSDOWNE I-44,111219,3_merged_3090848,3070061
a_67106,18348R,1,0,RED LINE TO SHILOH SCOTT,111558,1_merged_3090844,3088245
b_65744,18255,1,1,TO CHESTERFIELD MALL,111121,3_merged_3090848,3066849
b_6293,18240,1,1,TO STLCC MERAMEC,111044,2_merged_3090849,3075749
b_62412,18240,1,1,TO STLCC MERAMEC,111044,2_merged_3090849,3075748
b_62413,18240,1,1,TO STLCC MERAMEC,111044,2_merged_3090849,3075747
a_69122,18338,1,0,MISSOURI AVE- ML KING,111512,3_merged_3090845,3087240
