stop_lat,wheelchair_boarding,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type,stop_code
38.707066,1,,-90.311787,9160,FAR SIDE NATURAL BRIDGE @ UNIVERSITY WB,NATURAL BRIDGE @ UNIVERSITY WB,0,9160
38.582679,2,,-90.277832,16079,FAR SIDE KINGSHIGHWAY @ DELOR NB,KINGSHIGHWAY @ DELOR NB,0,16079
38.749448,1,,-90.287904,3625,FAR SIDE CHAMBERS @ ARGENT WB,CHAMBERS @ ARGENT WB,0,3625
38.700889,2,,-90.362092,4446,FAR SIDE WOODSON @ LACKLAND NB,WOODSON @ LACKLAND NB,0,4446
38.798161,2,,-90.337369,5745,NEAR SIDE 546 NORTH LINDBERGH NB,546 NORTH LINDBERGH NB,0,5745
38.679442,2,,-90.438987,16076,FAR SIDE CRAIG @ CRAIGVIEW SB,CRAIG @ CRAIGVIEW SB,0,16076
38.679762,2,,-90.439153,16075,FAR SIDE CRAIG @ CRAIGVIEW NB,CRAIG @ CRAIGVIEW NB,0,16075
38.732373,2,,-90.350557,16074,MID-BLOCK NATURAL BRIDGE @ BRENTON WB,NATURAL BRIDGE @ BRENTON WB,0,16074
38.548826,2,,-90.013148,11542,NEAR SIDE MEMORIAL @ HIGH FOREST EB,MEMORIAL @ HIGH FOREST EB,0,11542
38.548811,2,,-90.011436,11543,NEAR SIDE MEMORIAL @ ROYAL HEIGHTS EB,MEMORIAL @ ROYAL HEIGHTS EB,0,11543
38.593301,1,,-90.225751,4024,NEAR SIDE CHEROKEE @ JEFFERSON EB,CHEROKEE @ JEFFERSON EB,0,4024
38.548823,2,,-90.014149,11541,NEAR SIDE MEMORIAL @ 39TH STREET EB,MEMORIAL @ 39TH STREET EB,0,11541
38.593796,1,,-90.229824,4022,FAR SIDE CHEROKEE @ CALIFORNIA EB,CHEROKEE @ CALIFORNIA EB,0,4022
38.608777,2,,-90.048873,11547,NEAR SIDE ILLINOIS ROUTE 157 @ GARDEN NB,ILLINOIS ROUTE 157 @ GARDEN NB,0,11547
38.556217,2,,-90.018275,11545,FAR SIDE FLANAGAN @ IDA NB,FLANAGAN @ IDA NB,0,11545
38.611161,2,,-90.047564,11548,FAR SIDE ILLINOIS ROUTE 157 @ TUCKER NB,ILLINOIS ROUTE 157 @ TUCKER NB,0,11548
38.612663,2,,-90.046729,11549,NEAR SIDE ILLINOIS ROUTE 157 @ RAUCKMAN NB,ILLINOIS ROUTE 157 @ RAUCKMAN NB,0,11549
38.597733,1,,-90.242928,4116,FAR SIDE GRAND @ UTAH PLACE NB,GRAND @ UTAH PLACE NB,0,4116
38.736335,2,,-90.307774,3726,FAR SIDE SUBURBAN @ HERN EB,SUBURBAN @ HERN EB,0,3726
38.588254,1,,-90.244178,8804,FAR SIDE CHIPPEWA @ GRAND EB,CHIPPEWA @ GRAND EB,0,8804
38.687021,1,,-90.328709,5988,FAR SIDE NORTH HANLEY @ MONROE NB,NORTH HANLEY @ MONROE NB,0,5988
38.688488,1,,-90.328724,5989,NEAR SIDE NORTH HANLEY @ ALERT NB,NORTH HANLEY @ ALERT NB,0,5989
38.505797,2,,-90.295988,3924,NEAR SIDE TELEGRAPH RD @ SYLVANWOOD TERR SB,TELEGRAPH RD @ SYLVANWOOD TERR SB,0,3924
38.679892,2,,-90.328679,5983,FAR SIDE NORTH HANLEY @ MILAN NB,NORTH HANLEY @ MILAN NB,0,5983
38.674937,2,,-90.330341,5980,FAR SIDE NORTH HANLEY @ CARLETON NB,NORTH HANLEY @ CARLETON NB,0,5980
38.677267,2,,-90.328562,5981,FAR SIDE NORTH HANLEY @ CANTON NB,NORTH HANLEY @ CANTON NB,0,5981
38.684788,1,,-90.32874,5986,FAR SIDE NORTH HANLEY @ WASHINGTON NB,NORTH HANLEY @ WASHINGTON NB,0,5986
38.683125,1,,-90.328706,5985,NEAR SIDE NORTH HANLEY @ PAGE NB,NORTH HANLEY @ PAGE NB,0,5985
38.576107,1,,-90.637581,16253,NEAR SIDE MANCHESTER @ EATHERTON EB,MANCHESTER @ EATHERTON EB,0,16253
38.734011,2,,-90.315686,3722,NEAR SIDE DADE @ SUBURBAN SB,DADE @ SUBURBAN SB,0,3722
38.560891,2,,-90.247341,3996,FAR SIDE MICHIGAN @ FILLMORE NB,MICHIGAN @ FILLMORE NB,0,3996
38.559574,1,,-90.248929,3995,FAR SIDE MICHIGAN @ BOWEN NB,MICHIGAN @ BOWEN NB,0,3995
38.557805,1,,-90.251098,3994,FAR SIDE MICHIGAN @ HOLLY HILLS NB,MICHIGAN @ HOLLY HILLS NB,0,3994
38.556758,1,,-90.252321,3993,FAR SIDE MICHIGAN @ MOTT NB,MICHIGAN @ MOTT NB,0,3993
38.554503,1,,-90.254829,3990,FAR SIDE MICHIGAN @ LOUGHBOROUGH NB,MICHIGAN @ LOUGHBOROUGH NB,0,3990
38.624096,2,,-90.036167,11554,NEAR SIDE 89TH STREET @ STERLING PLACE NB,89TH STREET @ STERLING PLACE NB,0,11554
38.588819,1,,-90.248796,8802,NEAR SIDE CHIPPEWA @ SPRING EB,CHIPPEWA @ SPRING EB,0,8802
38.805401,1,,-90.296619,6487,FAR SIDE NEW HALLS FERRY @ LEISUREWOOD COURT SB,NEW HALLS FERRY @ LEISUREWOOD COURT SB,0,6487
38.707597,2,,-90.370627,4687,FAR SIDE MIDLAND @ MILTON EB,MIDLAND @ MILTON EB,0,4687
38.727079,2,,-90.272368,14920,FAR SIDE LUCAS-HUNT @ KINAMORE NB,LUCAS-HUNT @ KINAMORE NB,0,14920
38.705089,2,,-90.377253,4684,NEAR SIDE MIDLAND @ SIMS EB,MIDLAND @ SIMS EB,0,4684
38.650129,1,,-90.239102,6150,NEAR SIDE SARAH @ COOK SB,SARAH @ COOK SB,0,6150
38.622235,2,,-90.158403,12700,FAR SIDE BROADWAY @ 8TH STREET WB,BROADWAY @ 8TH STREET WB,0,12700
38.64849,1,,-90.240317,6152,NEAR SIDE SARAH @ CD BANKS SB,SARAH @ CD BANKS SB,0,6152
38.647792,1,,-90.240763,6153,NEAR SIDE SARAH @ WEST BELLE PLACE SB,SARAH @ WEST BELLE PLACE SB,0,6153
38.646493,1,,-90.241696,6155,NEAR SIDE SARAH @ ENRIGHT SB,SARAH @ ENRIGHT SB,0,6155
38.645627,1,,-90.242335,6156,NEAR SIDE SARAH @ DELMAR SB,SARAH @ DELMAR SB,0,6156
38.643136,2,,-90.244038,6158,FAR SIDE SARAH @ OLIVE SB,SARAH @ OLIVE SB,0,6158
38.663315,2,,-90.211033,6352,FAR SIDE KOSSUTH @ GROVE EB,KOSSUTH @ GROVE EB,0,6352
38.624995,1,,-90.199093,1650,NEAR SIDE TUCKER @ CLARK NB,TUCKER @ CLARK NB,0,1650
38.563283,2,,-90.047973,12102,NEAR SIDE MAIN @ 78TH STREET SB,MAIN @ 78TH STREET SB,0,12102
38.737305,2,,-90.22616,6796,FAR SIDE BELLEFONTAINE @ ST. CYR NB,BELLEFONTAINE @ ST. CYR NB,0,6796
38.667643,2,,-90.312894,4733,NEAR SIDE ETZEL @ PURCELL WB,ETZEL @ PURCELL WB,0,4733
38.733962,2,,-90.226992,6794,FAR SIDE BELLEFONTAINE @ TEURVILLE NB,BELLEFONTAINE @ TEURVILLE NB,0,6794
38.731006,2,,-90.227832,6793,FAR SIDE BELLEFONTAINE @ FONTAINE PLACE NB,BELLEFONTAINE @ FONTAINE PLACE NB,0,6793
38.593289,1,,-90.272157,2318,NEAR SIDE KINGSHIGHWAY @ THOLOZAN SB,KINGSHIGHWAY @ THOLOZAN SB,0,2318
38.591233,1,,-90.273635,2319,FAR SIDE KINGSHIGHWAY @ CHIPPEWA SB,KINGSHIGHWAY @ CHIPPEWA SB,0,2319
38.608734,2,,-90.268566,2316,FAR SIDE KINGSHIGHWAY @ MAGNOLIA SB,KINGSHIGHWAY @ MAGNOLIA SB,0,2316
38.596095,1,,-90.271066,2317,NEAR SIDE KINGSHIGHWAY @ OLEATHA SB,KINGSHIGHWAY @ OLEATHA SB,0,2317
38.611884,1,,-90.267925,2314,FAR SIDE KINGSHIGHWAY @ SOUTHWEST SB,KINGSHIGHWAY @ SOUTHWEST SB,0,2314
38.5652,2,,-90.049141,12100,NEAR SIDE MAIN @ 80TH STREET SB,MAIN @ 80TH STREET SB,0,12100
38.618084,1,,-90.266729,2313,FAR SIDE KINGSHIGHWAY @ SHAW SB,KINGSHIGHWAY @ SHAW SB,0,2313
38.626453,1,,-90.265011,2310,NEAR SIDE KINGSHIGHWAY @ MANCHESTER SB,KINGSHIGHWAY @ MANCHESTER SB,0,2310
38.744924,2,,-90.224912,6799,FAR SIDE BELLEFONTAINE @ BIRITZ NB,BELLEFONTAINE @ BIRITZ NB,0,6799
38.603739,1,,-90.382956,5087_merged_3090832,NEAR SIDE MANCHESTER @ WARSON WOODS PLACE EB,MANCHESTER @ WARSON WOODS PLACE EB,0,5087
38.796634,2,,-90.249404,6720,FAR SIDE PARKER @ JERRIES EB,PARKER @ JERRIES EB,0,6720
38.72336,2,,-90.305013,5850,FAR SIDE SOUTH FLORISSANT @ EMERLING SB,SOUTH FLORISSANT @ EMERLING SB,0,5850
38.718288,1,,-90.308141,5851,FAR SIDE UNIVERSITY PLACE @ MARK TWAIN WB,UNIVERSITY PLACE @ MARK TWAIN WB,0,5851
38.603045,2,,-90.051787,11546,FAR SIDE ILLINOIS ROUTE 157 @ CALIFORNIA NB,ILLINOIS ROUTE 157 @ CALIFORNIA NB,0,11546
38.613387,1,,-90.331923,14766_merged_3090825,FAR SIDE MANCHESTER @ MAPLEWOOD METROLINK EB,MANCHESTER @ MAPLEWOOD METROLINK EB,0,14766
38.612637,2,,-90.350438,4977,FAR SIDE MANCHESTER @ BRENTWOOD WB,MANCHESTER @ BRENTWOOD WB,0,4977
38.794811,1,,-90.33186,5858,NEAR SIDE ST FERDINAND @ ST CATHERINE SB,ST FERDINAND @ ST CATHERINE SB,0,5858
38.793172,1,,-90.333221,5859,NEAR SIDE ST. FERDINAND @ HARRISON SB,ST. FERDINAND @ HARRISON SB,0,5859
38.795977,1,,-90.232831,6726,FAR SIDE PARKER @ PARTRIDGE RUN EB,PARKER @ PARTRIDGE RUN EB,0,6726
38.694588,1,,-90.239014,3772,FAR SIDE WEST FLORISSANT @ UNION SB,WEST FLORISSANT @ UNION SB,0,3772
38.697264,1,,-90.241232,3770,NEAR SIDE WEST FLORISSANT @ EMERSON SB,WEST FLORISSANT @ EMERSON SB,0,3770
38.680558,1,,-90.223669,3777,NEAR SIDE OFALLON PARK REC COMPLEX SB,OFALLON PARK REC COMPLEX SB,0,3777
38.680603,2,,-90.224649,3776,FAR SIDE WEST FLORISSANT  @ POPE SB,WEST FLORISSANT  @ POPE SB,0,3776
38.681504,1,,-90.225333,3775,FAR SIDE WEST FLORISSANT @ CARRIE SB,WEST FLORISSANT @ CARRIE SB,0,3775
38.691708,1,,-90.236577,3774,NEAR SIDE WEST FLORISSANT @ KINGSHIGHWAY SB,WEST FLORISSANT @ KINGSHIGHWAY SB,0,3774
38.678256,1,,-90.223135,3778,NEAR SIDE WEST FLORISSANT @ ATHLONE SB,WEST FLORISSANT @ ATHLONE SB,0,3778
38.600308,2,,-90.14138,14318,FAR SIDE BOND @ 26TH STREET EB,BOND @ 26TH STREET EB,0,14318
38.668554,2,,-90.295036,2496,NEAR SIDE PLYMOUTH @ STEPHEN JONES EB,PLYMOUTH @ STEPHEN JONES EB,0,2496
38.753545,2,,-90.198409,4655,FAR SIDE CAMERON @ TRONGATE PLACE EB,CAMERON @ TRONGATE PLACE EB,0,4655
38.752615,2,,-90.201106,4654,NEAR SIDE CAMERON @ ESTRIDGE EB,CAMERON @ ESTRIDGE EB,0,4654
38.752917,2,,-90.195114,4657,FAR SIDE SPRING GARDEN @ SHEPLEY SB,SPRING GARDEN @ SHEPLEY SB,0,4657
38.770786,1,,-90.288557,273,FAR SIDE STLCC FLORISSANT VALLEY,STLCC FLORISSANT VALLEY,0,273
38.77234,2,,-90.470894,16257,NEAR SIDE 4301 RIDER TRAIL NORTH SB,4301 RIDER TRAIL NORTH SB,0,16257
38.748632,2,,-90.204344,4650,NEAR SIDE NORTHGATE @ HABECKING EB,NORTHGATE @ HABECKING EB,0,4650
38.750547,2,,-90.204025,4652,NEAR SIDE NORTHGATE @ CAMERON NB,NORTHGATE @ CAMERON NB,0,4652
38.585824,1,,-90.245001,15524,NEAR SIDE GRAND @ ALBERTA SB,GRAND @ ALBERTA SB,0,15524
38.654663,2,,-90.208275,6359,FAR SIDE 25TH STREET @ DODIER NB,25TH STREET @ DODIER NB,0,6359
38.65018,1,,-90.338506,13549,NEAR SIDE FORSYTH @ CENTRAL EB,FORSYTH @ CENTRAL EB,0,13549
38.662051,2,,-90.245133,7993,NEAR SIDE TAYLOR @ ST. FERDINAND SB,TAYLOR @ ST. FERDINAND SB,0,7993
38.550296,2,,-89.910357,12019,NEAR SIDE LEBANON @ EAGLE EB,LEBANON @ EAGLE EB,0,12019
38.549969,2,,-89.911678,12018,NEAR SIDE LEBANON @ TWIN OAKS EB,LEBANON @ TWIN OAKS EB,0,12018
38.548172,2,,-89.92152,12015,FAR SIDE LEBANON @ SIR LAWRENCE EB,LEBANON @ SIR LAWRENCE EB,0,12015
38.547759,2,,-89.924328,12014,NEAR SIDE LEBANON @ RAMONA EB,LEBANON @ RAMONA EB,0,12014
38.549677,2,,-89.913522,12017,FAR SIDE LEBANON @ INNSBRUCK EB,LEBANON @ INNSBRUCK EB,0,12017
38.548818,2,,-89.91756,12016,NEAR SIDE LEBANON @ ARCHVIEW EB,LEBANON @ ARCHVIEW EB,0,12016
38.544068,2,,-89.938132,12011,MID-BLOCK 2620 LEBANON EB,2620 LEBANON EB,0,12011
38.543373,2,,-89.939948,12010,NEAR SIDE LEBANON @ WARRIOR WAY EB,LEBANON @ WARRIOR WAY EB,0,12010
38.547114,2,,-89.928484,12013,FAR SIDE LEBANON @ GREEN MOUNT EB,LEBANON @ GREEN MOUNT EB,0,12013
38.544637,2,,-89.936659,12012,NEAR SIDE LEBANON @ ST. JOHN EB,LEBANON @ ST. JOHN EB,0,12012
38.795541,2,,-90.316726,16381,FAR SIDE PARKER @ NEW FLORISSANT EB,PARKER @ NEW FLORISSANT EB,0,16381
38.79543,2,,-90.309555,16380,FAR SIDE PARKER @ ARLINGTON WB,PARKER @ ARLINGTON WB,0,16380
38.684993,1,,-90.230686,2269,NEAR SIDE WEST FLORISSANT @ I-70 EXIT 245B SB,WEST FLORISSANT @ I-70 EXIT 245B SB,0,2269
38.639043,2,,-90.194451,16387,FAR SIDE 13TH STREET @TUCKER NB,13TH STREET @TUCKER NB,0,16387
38.63019,2,,-90.278661,15482,MID-BLOCK OAKLAND @ HIGHLANDER WB,OAKLAND @ HIGHLANDER WB,0,15482
38.582996,1,,-89.933448,16389,MID-BLOCK ST. ELIZABETH HOSPITAL LOOP,ST. ELIZABETH HOSPITAL LOOP,0,16389
38.56802,2,,-89.984727,11638,FAR SIDE ILLINOIS @ CORPORATE NB,ILLINOIS @ CORPORATE NB,0,11638
38.620749,1,,-90.255507,15481,FAR SIDE TOWER GROVE @ BLAINE NB,TOWER GROVE @ BLAINE NB,0,15481
38.685636,2,,-90.342762,2442,NEAR SIDE PAGE @ CRYSTAL COURT WB,PAGE @ CRYSTAL COURT WB,0,2442
38.685681,2,,-90.346478,2443,NEAR SIDE PAGE @ WALTON WB,PAGE @ WALTON WB,0,2443
38.68483,2,,-90.339495,2441,NEAR SIDE PAGE  @ GULF WB,PAGE  @ GULF WB,0,2441
38.68735,2,,-90.363066,2446,FAR SIDE PAGE @ WOODSON WB,PAGE @ WOODSON WB,0,2446
38.687826,2,,-90.368311,2447,FAR SIDE PAGE @ BURNS WB,PAGE @ BURNS WB,0,2447
38.6866,2,,-90.352326,2444,FAR SIDE PAGE @ BELTWAY WB,PAGE @ BELTWAY WB,0,2444
38.686625,2,,-90.356319,2445,FAR SIDE PAGE @ INNERBELT BUSINESS COURT WB,PAGE @ INNERBELT BUSINESS COURT WB,0,2445
38.675203,1,,-90.249385,9256,NEAR SIDE NATURAL BRIDGE @ EUCLID EB,NATURAL BRIDGE @ EUCLID EB,0,9256
38.673745,1,,-90.246063,9257,NEAR SIDE NATURAL BRIDGE @ SHREVE EB,NATURAL BRIDGE @ SHREVE EB,0,9257
38.676816,1,,-90.253165,9254,NEAR SIDE NATURAL BRIDGE @ KINGSHIGHWAY EB,NATURAL BRIDGE @ KINGSHIGHWAY EB,0,9254
38.688387,2,,-90.37223,2449,FAR SIDE PAGE @ SPENCER WB,PAGE @ SPENCER WB,0,2449
38.677805,1,,-90.255386,9252,FAR SIDE NATURAL BRIDGE @ GERALDINE EB,NATURAL BRIDGE @ GERALDINE EB,0,9252
38.678389,1,,-90.256267,9253,FAR SIDE NATURAL BRIDGE @ GERALDINE WB,NATURAL BRIDGE @ GERALDINE WB,0,9253
38.679784,2,,-90.259593,9250,FAR SIDE NATURAL BRIDGE @ ABNER PLACE EB,NATURAL BRIDGE @ ABNER PLACE EB,0,9250
38.679014,1,,-90.25794,9251,FAR SIDE NATURAL BRIDGE @ UNION EB,NATURAL BRIDGE @ UNION EB,0,9251
38.653588,1,,-90.281763,2103,FAR SIDE DELMAR @ CLARA EB,DELMAR @ CLARA EB,0,2103
38.516497,2,,-89.984144,11268,NEAR SIDE ILLINOIS @ C STREET NB,ILLINOIS @ C STREET NB,0,11268
38.60431,1,,-90.291095,3282,NEAR SIDE HAMPTON @ SCANLAN NB,HAMPTON @ SCANLAN NB,0,3282
38.532614,2,,-90.015264,12131,FAR SIDE MAIN @ 35TH STREET SB,MAIN @ 35TH STREET SB,0,12131
38.655492,1,,-90.249813,7999,FAR SIDE TAYLOR @ PAGE SB,TAYLOR @ PAGE SB,0,7999
38.67403,1,,-90.356926,3153,NEAR SIDE OLIVE @ MCKNIGHT EB,OLIVE @ MCKNIGHT EB,0,3153
38.633157,2,,-90.419851,4811,NEAR SIDE CLAYTON @ GEYER WB,CLAYTON @ GEYER WB,0,4811
38.659479,2,,-90.3382,2045,FAR SIDE DELMAR @ NORTH AND SOUTH WB,DELMAR @ NORTH AND SOUTH WB,0,2045
38.658318,1,,-90.328286,2042,NEAR SIDE DELMAR @ JACKSON WB,DELMAR @ JACKSON WB,0,2042
38.659023,2,,-90.33354,2043,FAR SIDE DELMAR @ HANLEY WB,DELMAR @ HANLEY WB,0,2043
38.657566,1,,-90.320456,2040,NEAR SIDE DELMAR @ MIDLAND WB,DELMAR @ MIDLAND WB,0,2040
38.633325,2,,-90.430133,4814,FAR SIDE CLAYTON @ DEVONDALE PLACE WB,CLAYTON @ DEVONDALE PLACE WB,0,4814
38.672549,2,,-90.224471,6198,NEAR SIDE FAIR @ GREEN LEA PLACE NB,FAIR @ GREEN LEA PLACE NB,0,6198
38.631966,2,,-90.44249,4818,MID-BLOCK CLAYTON @ BALLAS WB,CLAYTON @ BALLAS WB,0,4818
38.660037,1,,-90.344218,2048,NEAR SIDE DELMAR @ CENTER WB,DELMAR @ CENTER WB,0,2048
38.660578,2,,-90.349656,2049,FAR SIDE DELMAR @ OLD BONHOMME WB,DELMAR @ OLD BONHOMME WB,0,2049
38.567424,2,,-89.984924,11616,FAR SIDE ILLINOIS @ LAKELAND SB,ILLINOIS @ LAKELAND SB,0,11616
38.565814,2,,-89.984914,11617,NEAR SIDE ILLINOIS @ POINTE SB,ILLINOIS @ POINTE SB,0,11617
38.573038,2,,-89.984923,11614,FAR SIDE ILLINOIS @ WINCHESTER PLACE SB,ILLINOIS @ WINCHESTER PLACE SB,0,11614
38.57007,2,,-89.984916,11615,MID-BLOCK 4509 ILLINOIS SB,4509 ILLINOIS SB,0,11615
38.578339,2,,-89.984914,11612,FAR SIDE ILLINOIS @ CHATEAU SB,ILLINOIS @ CHATEAU SB,0,11612
38.574904,2,,-89.984931,11613,NEAR SIDE ILLINOIS @ LAKELAND HILLS SB,ILLINOIS @ LAKELAND HILLS SB,0,11613
38.58124,2,,-89.984951,11611,FAR SIDE ILLINOIS @ KASSING SB,ILLINOIS @ KASSING SB,0,11611
38.543483,1,,-90.027965,12121,NEAR SIDE MAIN @ 49TH STREET SB,MAIN @ 49TH STREET SB,0,12121
38.643276,1,,-90.205293,6371,FAR SIDE 20TH STREET @ CASS SB,20TH STREET @ CASS SB,0,6371
38.540532,1,,-90.023541,12123,FAR SIDE MAIN @ 45TH STREET SB,MAIN @ 45TH STREET SB,0,12123
38.641044,2,,-90.206056,6373,FAR SIDE 20TH STREET @ OFALLON SB,20TH STREET @ OFALLON SB,0,6373
38.73617,1,,-90.356027,10633,,LAMBERT AIRPORT TERMINAL #2 METROLINK STATION,0,10633
38.719956,1,,-90.315211,10632,,NORTH HANLEY METROLINK STATION,0,10632
38.712851,1,,-90.306125,10631,,UMSL NORTH METROLINK STATION,0,10631
38.705257,1,,-90.305145,10630,,UMSL SOUTH METROLINK STATION,0,10630
38.735938,1,,-90.248677,10141,NEAR SIDE HALLS FERRY @ ST. CYR SB,HALLS FERRY @ ST. CYR SB,0,10141
38.646934,1,,-90.221996,14139,FAR SIDE CASS @ WEBSTER EB,CASS @ WEBSTER EB,0,14139
38.733833,1,,-90.247307,10143,NEAR SIDE HALLS FERRY @ GLEN GARDEN SB,HALLS FERRY @ GLEN GARDEN SB,0,10143
38.646307,1,,-90.227002,4146,NEAR SIDE GRAND @ DR ML KING NB,GRAND @ DR ML KING NB,0,4146
38.732648,1,,-90.246344,10145,FAR SIDE HALLS FERRY @ COZENS NB,HALLS FERRY @ COZENS NB,0,10145
38.731825,1,,-90.246095,10144,FAR SIDE HALLS FERRY @ COZENS SB,HALLS FERRY @ COZENS SB,0,10144
38.748685,2,,-90.204382,10411,FAR SIDE NORTHGATE @ HABECKING SB,NORTHGATE @ HABECKING SB,0,10411
38.733657,1,,-90.247009,10146,NEAR SIDE HALLS FERRY @ GLEN GARDEN NB,HALLS FERRY @ GLEN GARDEN NB,0,10146
38.735562,1,,-90.248241,10148,NEAR SIDE HALLS FERRY @ ST. CYR NB,HALLS FERRY @ ST. CYR NB,0,10148
38.527297,2,,-89.974016,11944,NEAR SIDE LEBANON @ LUCINDA WB,LEBANON @ LUCINDA WB,0,11944
38.526799,2,,-89.974701,11945,FAR SIDE LEBANON @ ARTHUR WB,LEBANON @ ARTHUR WB,0,11945
38.528938,2,,-89.971593,11942,NEAR SIDE LEBANON @ FOREST HILL WB,LEBANON @ FOREST HILL WB,0,11942
38.527818,2,,-89.973283,11943,FAR SIDE LEBANON @ KOERNER WB,LEBANON @ KOERNER WB,0,11943
38.531482,2,,-89.967589,11940,FAR SIDE LEBANON @ DEWEY WB,LEBANON @ DEWEY WB,0,11940
38.530064,2,,-89.969771,11941,MID-BLOCK LEBANON @ WADE SQUARE WB,LEBANON @ WADE SQUARE WB,0,11941
38.602946,2,,-90.242694,9328,FAR SIDE ARSENAL @ GRAND WB,ARSENAL @ GRAND WB,0,9328
38.60321,2,,-90.245847,9329,NEAR SIDE ARSENAL @ SPRING WB,ARSENAL @ SPRING WB,0,9329
38.613055,1,,-90.309826,9631,FAR SIDE SOUTHWEST @ MCCAUSLAND WB,SOUTHWEST @ MCCAUSLAND WB,0,9631
38.599103,1,,-90.224647,9320,FAR SIDE ARSENAL @ JEFFERSON WB,ARSENAL @ JEFFERSON WB,0,9320
38.59954,1,,-90.226226,9321,NEAR SIDE ARSENAL @ OHIO WB,ARSENAL @ OHIO WB,0,9321
38.602212,1,,-90.237962,9326,FAR SIDE ARSENAL @ LOUISIANA WB,ARSENAL @ LOUISIANA WB,0,9326
38.601196,2,,-90.232529,9324,FAR SIDE ARSENAL @ GRAVOIS WB,ARSENAL @ GRAVOIS WB,0,9324
38.601892,2,,-90.235227,9325,NEAR SIDE ARSENAL @ COMPTON WB,ARSENAL @ COMPTON WB,0,9325
38.653466,1,,-90.201459,3518,NEAR SIDE NORTH FLORISSANT @ SULLIVAN NB,NORTH FLORISSANT @ SULLIVAN NB,0,3518
38.641144,1,,-90.194334,7269,NEAR SIDE CASS @ 13TH STREET EB,CASS @ 13TH STREET EB,0,7269
38.642533,2,,-90.201071,7265,FAR SIDE CASS @ 18TH STREET EB,CASS @ 18TH STREET EB,0,7265
38.644998,1,,-90.197031,3512,NEAR SIDE NORTH FLORISSANT @ MADISON NB,NORTH FLORISSANT @ MADISON NB,0,3512
38.643377,1,,-90.195973,3511,FAR SIDE NORTH FLORISSANT @ BLAIR NB,NORTH FLORISSANT @ BLAIR NB,0,3511
38.642081,2,,-90.198916,7266,NEAR SIDE CASS @ 16TH STREET EB,CASS @ 16TH STREET EB,0,7266
38.644091,2,,-90.20844,7261,NEAR SIDE CASS @ 22ND STREET EB,CASS @ 22ND STREET EB,0,7261
38.650446,1,,-90.199787,3516,NEAR SIDE NORTH FLORISSANT @ ST. LOUIS NB,NORTH FLORISSANT @ ST. LOUIS NB,0,3516
38.647804,1,,-90.198461,3514,FAR SIDE NORTH FLORISSANT @ NORTH MARKET NB,NORTH FLORISSANT @ NORTH MARKET NB,0,3514
38.556867,2,,-90.043041,12234,NEAR SIDE MAIN @ 70TH STREET WB,MAIN @ 70TH STREET WB,0,12234
38.558348,2,,-90.044661,12236,NEAR SIDE MAIN @ 72ND STREET WB,MAIN @ 72ND STREET WB,0,12236
38.674503,2,,-90.223425,6200,FAR SIDE ROSALIE @ FAIR NB,ROSALIE @ FAIR NB,0,6200
38.552628,2,,-90.038414,12230,MID-BLOCK 6205 MAIN WB,6205 MAIN WB,0,12230
38.676352,2,,-90.221769,6202,NEAR SIDE HARRIS @ WEST FLORISSANT EB,HARRIS @ WEST FLORISSANT EB,0,6202
38.554795,2,,-90.040759,12232,FAR SIDE MAIN @ 66TH STREET WB,MAIN @ 66TH STREET WB,0,12232
38.654012,1,,-90.405464,2685,FAR SIDE LINDBERGH @ LADUE SB,LINDBERGH @ LADUE SB,0,2685
38.6489,2,,-90.405504,2686,NEAR SIDE LINDBERGH @ CHAMINADE SB,LINDBERGH @ CHAMINADE SB,0,2686
38.560252,1,,-90.046116,12239,MID-BLOCK 7419 MAIN WB,7419 MAIN WB,0,12239
38.771947,2,,-90.455611,14625,NEAR SIDE LAKEFRONT @ VENTURES WAY NB,LAKEFRONT @ VENTURES WAY NB,0,14625
38.773904,2,,-90.456367,14626,NEAR SIDE 13188 LAKEFRONT NB,13188 LAKEFRONT NB,0,14626
38.775972,2,,-90.459573,14627,NEAR SIDE RIDER TRAIL NORTH @ EARTH CITY EXPRESSWAY WB,RIDER TRAIL NORTH @ EARTH CITY EXPRESSWAY WB,0,14627
38.586523,2,,-90.227006,15869,NEAR SIDE JEFFERSON @ CHIPPEWA SB,JEFFERSON @ CHIPPEWA SB,0,15869
38.747941,2,,-90.463574,14621,FAR SIDE EARTH CITY EXPRESSWAY @ RIVERPORT NORTH SB,EARTH CITY EXPRESSWAY @ RIVERPORT NORTH SB,0,14621
38.766982,2,,-90.454407,14622,NEAR SIDE 13390 LAKEFRONT NB,13390 LAKEFRONT NB,0,14622
38.76995,2,,-90.454654,14623,MID-BLOCK 13342 LAKEFRONT NB,13342 LAKEFRONT NB,0,14623
38.64179,1,,-90.196257,15865,NEAR SIDE 14TH STREET @ CASS SB,14TH STREET @ CASS SB,0,15865
38.772183,2,,-90.268437,10163,FAR SIDE NEW HALLS FERRY @ DUNN NB,NEW HALLS FERRY @ DUNN NB,0,10163
38.514634,2,,-89.98442,15715,FAR SIDE A STREET @ ILLINOIS WB,A STREET @ ILLINOIS WB,0,15715
38.638998,1,,-90.197154,15866,FAR SIDE 14TH STREET @ OFALLON SB,14TH STREET @ OFALLON SB,0,15866
